accident_id_sp,year,latitude_sp,longitude_sp,severity,state_name,district_name,station_name,state_code,district_code,station_code
20251321526857168,2025,29.615779391247,76.978757745,Minor Injury Hospitalized,HARYANA,KARNAL,NILOKHERI,13,215,26
20251321520982554,2025,29.687082701429,76.919653948,Minor Injury Hospitalized,HARYANA,KARNAL,GHARAUNDA,13,215,20
20251320116656116,2025,30.671504493466,76.799678826,Non-Injury,HARYANA,PANCHKULA,KALKA,13,201,16
20251322745972064,2025,28.457449027445,76.956736191,Grievous Injury,HARYANA,GURUGRAM,PALAM VIHAR,13,227,45
20251324024189814,2025,29.069626529969,75.789741728,Non-Injury,HARYANA,HISAR,HANSI,13,240,24
20251324613791798,2025,29.618137208862,75.033887111,Grievous Injury,HARYANA,SIRSA,CITY SIRSA,13,246,13
20251324626322086,2025,29.471822852615,75.032981282,Minor Injury Hospitalized,HARYANA,SIRSA,ELLENABAD,13,246,26
20251320121642717,2025,30.676018614,76.891503653,Grievous Injury,HARYANA,PANCHKULA,PINJORE,13,201,21
20251322611680828,2025,29.27032301046,76.236024661,Fatal,HARYANA,JIND,CITY JIND,13,226,11
20251320317170674,2025,30.289494351017,76.81411137,Fatal,HARYANA,AMBALA,CANTT,13,203,17
20251321048324643,2025,28.33165432298,77.270640834,Minor Injury Hospitalized,HARYANA,FARIDABAD,BALLABGARH,13,210,48
20251323627198907,2025,28.153339503631,76.61493513,Minor Injury Hospitalized,HARYANA,REWARI,DHARUHERA,13,236,27
20251321940156802,2025,28.966873561986,76.99909841,Minor Injury Non-Hospitalized,HARYANA,SONIPAT,RAI,13,219,40
20251321918360735,2025,28.975571830778,76.986174469,Minor Injury Non-Hospitalized,HARYANA,SONIPAT,SADAR SONIPAT,13,219,18
20251320116585100,2025,30.700731435704,76.795832813,Grievous Injury,HARYANA,PANCHKULA,KALKA,13,201,16
20251320311153045,2025,30.36796353411,76.841742839,Minor Injury Hospitalized,HARYANA,AMBALA,CITY AMBALA,13,203,11
20251322720609231,2025,28.536246056941,77.089365232,Grievous Injury,HARYANA,GURUGRAM,BILASPUR,13,227,20
20251324613102260,2025,29.597737070925,75.100439716,Grievous Injury,HARYANA,SIRSA,CITY SIRSA,13,246,13
20251321718830429,2025,30.046273253241,76.929623284,Grievous Injury,HARYANA,KURUKSHETRA,PEHOWA,13,217,18
20251324613871476,2025,29.476281616108,74.977186162,Fatal,HARYANA,SIRSA,CITY SIRSA,13,246,13
20251321070994141,2025,28.375348865759,77.236825621,Minor Injury Hospitalized,HARYANA,FARIDABAD,NEELAM CHOWK,13,210,70
20251325830723939,2025,28.195840202589,76.925020064,Grievous Injury,HARYANA,N U H,MOHMMADPUR,13,258,30
20251321322707040,2025,29.373579599237,77.042987303,Minor Injury Hospitalized,HARYANA,PANIPAT,SAMALKHA,13,213,22
20251321062431737,2025,28.333657012989,77.34612717,Minor Injury Hospitalized,HARYANA,FARIDABAD,SECTOR-58,13,210,62
20251321520237235,2025,29.716250675459,76.957053095,Grievous Injury,HARYANA,KARNAL,GHARAUNDA,13,215,20
20251324037580547,2025,29.116111895329,75.767035609,Fatal,HARYANA,HISAR,ADAMPUR,13,240,37
20251321918465962,2025,28.999874192738,77.016159245,Grievous Injury,HARYANA,SONIPAT,SADAR SONIPAT,13,219,18
20251321322837715,2025,29.367414875973,76.90189443,Minor Injury Non-Hospitalized,HARYANA,PANIPAT,SAMALKHA,13,213,22
20251324016208618,2025,29.179415376668,75.731528411,Non-Injury,HARYANA,HISAR,CITY HISAR,13,240,16
20251323622385577,2025,28.130377160675,76.549066476,Minor Injury Hospitalized,HARYANA,REWARI,BAWAL,13,236,22
20251324024376807,2025,29.188370193685,75.668347516,Minor Injury Hospitalized,HARYANA,HISAR,HANSI,13,240,24
20251324619544151,2025,29.605060568394,75.090298668,Fatal,HARYANA,SIRSA,DABWALI,13,246,19
20251321513374680,2025,29.596338224036,77.03930146,Minor Injury Hospitalized,HARYANA,KARNAL,CITY KARNAL,13,215,13
20251325824178898,2025,28.122202475803,76.987583645,Fatal,HARYANA,N U H,FEROZEPUR JHIRKA,13,258,24
20251323630233636,2025,28.259827103579,76.634651722,Grievous Injury,HARYANA,REWARI,KOSLI,13,236,30
20251321048141832,2025,28.384537272759,77.395755842,Non-Injury,HARYANA,FARIDABAD,BALLABGARH,13,210,48
20251320515687080,2025,30.161772003896,77.297448014,Grievous Injury,HARYANA,YAMUNANAGAR,JAGADHRI,13,205,15
20251324427270395,2025,28.842405970006,76.208837488,Grievous Injury,HARYANA,BHIWANI,SIWANI,13,244,27
20251325824531712,2025,28.027361545142,77.043181605,Grievous Injury,HARYANA,N U H,FEROZEPUR JHIRKA,13,258,24
20251320323140605,2025,30.316855611737,76.812930074,Grievous Injury,HARYANA,AMBALA,NARAINGARH,13,203,23
20251324613960394,2025,29.478023109405,75.103321342,Grievous Injury,HARYANA,SIRSA,CITY SIRSA,13,246,13
20251320317172792,2025,30.292459598246,76.721463362,Grievous Injury,HARYANA,AMBALA,CANTT,13,203,17
20251321526662262,2025,29.711166712949,76.972442109,Non-Injury,HARYANA,KARNAL,NILOKHERI,13,215,26
20251322214378361,2025,28.826261515333,76.69127211,Grievous Injury,HARYANA,ROHTAK,SADAR ROHTAK,13,222,14
20251321012557592,2025,28.426282825898,77.29002368,Minor Injury Non-Hospitalized,HARYANA,FARIDABAD,NIT,13,210,12
20251321940557239,2025,29.065010851924,76.959314179,Fatal,HARYANA,SONIPAT,RAI,13,219,40
20251322791446239,2025,28.435059864921,76.949195286,Minor Injury Hospitalized,HARYANA,GURUGRAM,SECTOR-40,13,227,91
20251322214528231,2025,28.935055767343,76.570658008,Grievous Injury,HARYANA,ROHTAK,SADAR ROHTAK,13,222,14
20251322233797229,2025,28.930997514555,76.616394246,Grievous Injury,HARYANA,ROHTAK,MODEL TOWN,13,222,33
20251321725525800,2025,30.014164220829,76.819624922,Minor Injury Hospitalized,HARYANA,KURUKSHETRA,SHAHABAD,13,217,25
202513227112786508,2025,28.421144469036,77.013979867,Minor Injury Hospitalized,HARYANA,GURUGRAM,DLF PHASE 3,13,227,112
20251322233932291,2025,28.885021483031,76.638212902,Minor Injury Hospitalized,HARYANA,ROHTAK,MODEL TOWN,13,222,33
20251325830197923,2025,28.073981552899,77.030093691,Minor Injury Hospitalized,HARYANA,N U H,MOHMMADPUR,13,258,30
20251320323356736,2025,30.32863531988,76.722543388,Fatal,HARYANA,AMBALA,NARAINGARH,13,203,23
20251324626760356,2025,29.595052785032,74.951109081,Minor Injury Hospitalized,HARYANA,SIRSA,ELLENABAD,13,246,26
20251320128105814,2025,30.693187890422,76.814517199,Minor Injury Hospitalized,HARYANA,PANCHKULA,RAIPUR RANI,13,201,28
20251321940587115,2025,28.942491404626,77.069839774,Minor Injury Hospitalized,HARYANA,SONIPAT,RAI,13,219,40
20251321062940346,2025,28.363755690339,77.380500543,Minor Injury Hospitalized,HARYANA,FARIDABAD,SECTOR-58,13,210,62
20251322624891937,2025,29.321303739454,76.325106552,Grievous Injury,HARYANA,JIND,SAFIDON,13,226,24
20251322624674485,2025,29.37240117132,76.385063653,Minor Injury Hospitalized,HARYANA,JIND,SAFIDON,13,226,24
20251322611359249,2025,29.359557979589,76.309941399,Grievous Injury,HARYANA,JIND,CITY JIND,13,226,11
20251321532399607,2025,29.708514718657,76.94992754,Fatal,HARYANA,KARNAL,INDRI,13,215,32
20251320323258157,2025,30.348652556592,76.84744483,Fatal,HARYANA,AMBALA,NARAINGARH,13,203,23
20251320329527398,2025,30.413110966214,76.813855446,Fatal,HARYANA,AMBALA,BARARA,13,203,29
20251322233907189,2025,28.880339362139,76.55383019,Minor Injury Hospitalized,HARYANA,ROHTAK,MODEL TOWN,13,222,33
20251322760508930,2025,28.45535635186,77.106293498,Grievous Injury,HARYANA,GURUGRAM,SOHNA,13,227,60
20251324427331251,2025,28.842052820416,76.140503816,Minor Injury Hospitalized,HARYANA,BHIWANI,SIWANI,13,244,27
20251324613801364,2025,29.491228356117,75.025415559,Grievous Injury,HARYANA,SIRSA,CITY SIRSA,13,246,13
20251321725752483,2025,29.909208051617,76.872430227,Grievous Injury,HARYANA,KURUKSHETRA,SHAHABAD,13,217,25
20251322760549433,2025,28.476040699613,77.055939956,Fatal,HARYANA,GURUGRAM,SOHNA,13,227,60
20251323627576786,2025,28.142311224772,76.576628137,Grievous Injury,HARYANA,REWARI,DHARUHERA,13,236,27
20251322227972335,2025,28.942521347421,76.584842719,Minor Injury Non-Hospitalized,HARYANA,ROHTAK,MEHAM,13,222,27
20251324420154615,2025,28.857783964684,76.126855231,Minor Injury Non-Hospitalized,HARYANA,BHIWANI,LOHARU,13,244,20
20251320515890870,2025,30.156025936785,77.318021949,Minor Injury Hospitalized,HARYANA,YAMUNANAGAR,JAGADHRI,13,205,15
20251322791232352,2025,28.405384922825,76.940268403,Grievous Injury,HARYANA,GURUGRAM,SECTOR-40,13,227,91
20251324626368690,2025,29.4626901003,75.108596264,Minor Injury Hospitalized,HARYANA,SIRSA,ELLENABAD,13,246,26
20251320515915573,2025,30.148060684661,77.350872254,Minor Injury Non-Hospitalized,HARYANA,YAMUNANAGAR,JAGADHRI,13,205,15
20251325819810250,2025,28.042357774938,76.915222117,Grievous Injury,HARYANA,N U H,TAORU,13,258,19
20251321718970917,2025,30.048964707737,76.82399936,Minor Injury Hospitalized,HARYANA,KURUKSHETRA,PEHOWA,13,217,18
20251320311944657,2025,30.413694740449,76.740984883,Minor Injury Hospitalized,HARYANA,AMBALA,CITY AMBALA,13,203,11
20251321918630538,2025,28.965596677756,77.002208042,Grievous Injury,HARYANA,SONIPAT,SADAR SONIPAT,13,219,18
